OG_name,OG size (number of genomes),OG size (total number of genes),CAI_mean,knum,knum_description,Ecoli_APEC_O1,Ecoli_JJ1886,Ecoli_UMN026,Sboydii_Sb227,Sflexneri_5_8401
OG_537,2,2,0.286,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1556,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1616,,,
OG_538,3,3,0.274,K07154,"K07154 (serine/threonine-protein kinase HipA [EC:2.7.11.1], https://www.genome.jp/entry/K07154)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1557,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1617,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1715,,
OG_539,3,3,0.318,K15773,"K15773 (HTH-type transcriptional regulator / antitoxin HipB, https://www.genome.jp/entry/K15773)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1558,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1618,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1716,,
OG_540,4,4,0.338,K00598,"K00598 (trans-aconitate 2-methyltransferase [EC:2.1.1.144], https://www.genome.jp/entry/K00598)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1559,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1619,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1726,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1708
OG_541,5,5,0.493,K01845;K24866,"K01845 (glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8], https://www.genome.jp/entry/K01845);K24866 (precorrin-2 dehydrogenase [EC:1.3.1.76], https://www.genome.jp/entry/K24866)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_156,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_166,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_149,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_142,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_143
OG_542,4,4,0.305,K08994,"K08994 (ion channel-forming bestrophin family protein, https://www.genome.jp/entry/K08994)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1560,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1620,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1727,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1709
OG_543,4,4,0.527,K00041,"K00041 (tagaturonate reductase [EC:1.1.1.58], https://www.genome.jp/entry/K00041)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1561,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1621,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1728,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1712
OG_544,5,5,0.303,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1563,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1622,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1729,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1737,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1713
OG_545,5,5,0.411,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1564,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1623,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1730,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1738,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1714
OG_546,4,4,0.324,K01425,"K01425 (glutaminase [EC:3.5.1.2], https://www.genome.jp/entry/K01425)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1565,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1624,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1731,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1715
OG_547,4,4,0.399,K08324,"K08324 (succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24], https://www.genome.jp/entry/K08324)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1566,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1625,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1732,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1741,
OG_548,4,4,0.34,K21959,"K21959 (LysR family transcriptional regulator, cell division regulator, https://www.genome.jp/entry/K21959)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1567,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1626,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1733,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1742,
OG_549,5,5,0.281,K08159,"K08159 (MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein, https://www.genome.jp/entry/K08159)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1568,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1627,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1735,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1745,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1719
OG_550,5,5,0.315,K05595,"K05595 (multiple antibiotic resistance protein, https://www.genome.jp/entry/K05595)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1569,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1628,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1736,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1746,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1720
OG_551,5,5,0.321,K03281,"K03281 (chloride channel protein, CIC family, https://www.genome.jp/entry/K03281)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_157,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_167,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_150,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_143,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_144
OG_552,5,5,0.414,K03712,"K03712 (MarR family transcriptional regulator, multiple antibiotic resistance protein MarR, https://www.genome.jp/entry/K03712)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1570,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1629,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1737,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1747,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1721
OG_553,5,5,0.345,K13632,"K13632 (AraC family transcriptional regulator, mar-sox-rob regulon activator, https://www.genome.jp/entry/K13632)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1571,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1630,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1738,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1748,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1722
OG_554,5,5,0.291,K13630,"K13630 (multiple antibiotic resistance protein MarB, https://www.genome.jp/entry/K13630)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1572,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1631,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1739,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1749,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1723
OG_555,4,4,0.283,K15268,"K15268 (O-acetylserine/cysteine efflux transporter, https://www.genome.jp/entry/K15268)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1579,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1632,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1740,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1724
OG_556,5,5,0.659,K15724,"K15724 (iron-sulfur cluster insertion protein, https://www.genome.jp/entry/K15724)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_158,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_168,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_151,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_144,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_145
OG_557,4,4,0.316,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1580,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1633,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1741,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1726
OG_558,4,4,0.324,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1581,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1634,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1742,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1727
OG_559,3,3,0.291,K13069,"K13069 (diguanylate cyclase [EC:2.7.7.65], https://www.genome.jp/entry/K13069)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1582,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1635,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1743,,
OG_560,5,5,0.362,K01284,"K01284 (peptidyl-dipeptidase Dcp [EC:3.4.15.5], https://www.genome.jp/entry/K01284)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1583,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1636,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1745,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1707,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1681
OG_561,5,5,0.418,K16066,"K16066 (3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-], https://www.genome.jp/entry/K16066)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1584,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1637,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1746,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1708,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1680
OG_562,5,5,0.436,K22293,"K22293 (GntR family transcriptional regulator, rspAB operon transcriptional repressor, https://www.genome.jp/entry/K22293)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1585,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1638,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1747,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1709,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1679
OG_563,5,5,0.625,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1586,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1639,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1748,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1710,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1678
OG_564,5,5,0.351,K00040,"K00040 (fructuronate reductase [EC:1.1.1.57], https://www.genome.jp/entry/K00040)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1587,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1640,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1749,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1711,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1677
OG_565,3,3,0.379,K08322,"K08322 (L-gulonate 5-dehydrogenase [EC:1.1.1.380], https://www.genome.jp/entry/K08322)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1589,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1642,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1804,,
OG_566,5,5,0.334,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_159,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_169,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_152,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_145,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_146
OG_567,4,4,0.42,K08323,"K08323 (mannonate dehydratase [EC:4.2.1.8], https://www.genome.jp/entry/K08323)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1590,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1643,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1805,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1693
OG_568,4,4,0.244,K09771,"K09771 (small multidrug resistance family-3 protein, https://www.genome.jp/entry/K09771)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1591,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1644,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1806,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1692
OG_569,4,4,0.429,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1592,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1645,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1807,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1691
OG_570,3,3,0.392,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1593,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1646,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1808,,
OG_571,5,5,0.331,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1594,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1647,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1809,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1645,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1689
OG_572,5,5,0.298,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1595,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1648,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1810,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1644,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1688
OG_573,3,3,0.401,K07306;K07309,"K07306 (anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3], https://www.genome.jp/entry/K07306);K07309 (Tat-targeted selenate reductase subunit YnfE [EC:1.97.1.9], https://www.genome.jp/entry/K07309)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1596,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1649,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1811,,
OG_574,3,3,0.374,K07306;K07310,"K07306 (anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3], https://www.genome.jp/entry/K07306);K07310 (Tat-targeted selenate reductase subunit YnfF [EC:1.97.1.9], https://www.genome.jp/entry/K07310)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1597,,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1812,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1638,
OG_575,5,5,0.441,K07307,"K07307 (anaerobic dimethyl sulfoxide reductase subunit B, https://www.genome.jp/entry/K07307)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1598,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1652,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1813,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1637,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1736
OG_576,5,5,0.299,K07308;K07312,"K07308 (anaerobic dimethyl sulfoxide reductase subunit C, https://www.genome.jp/entry/K07308);K07312 (Tat-targeted selenate reductase subunit YnfH, https://www.genome.jp/entry/K07312)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1599,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1653,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1814,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1634,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1737
OG_577,2,2,0.314,K01130,"K01130 (arylsulfatase [EC:3.1.6.1], https://www.genome.jp/entry/K01130)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_16,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_17,,,
OG_578,5,5,0.315,K06858,"K06858 (vitamin B12 transport system substrate-binding protein, https://www.genome.jp/entry/K06858)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_160,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_170,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_153,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_146,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_147
OG_579,4,4,0.381,K23349,"K23349 (putative dimethyl sulfoxide reductase chaperone, https://www.genome.jp/entry/K23349)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1600,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1654,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1815,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1633,
OG_580,5,5,0.277,K03281,"K03281 (chloride channel protein, CIC family, https://www.genome.jp/entry/K03281)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1601,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1655,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1816,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1632,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1740
OG_581,5,5,0.351,K01935,"K01935 (dethiobiotin synthetase [EC:6.3.3.3], https://www.genome.jp/entry/K01935)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1602,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1656,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1817,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1631,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1741
OG_582,5,5,0.367,K15545,"K15545 (transcriptional regulator of PTS gene, https://www.genome.jp/entry/K15545)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1603,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1657,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1818,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1630,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1742
OG_583,5,5,0.325,K21757,"K21757 (LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes, https://www.genome.jp/entry/K21757)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1604,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1658,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1819,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1629,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1743
OG_584,4,4,0.277,K08224,"K08224 (MFS transporter, YNFM family, putative membrane transport protein, https://www.genome.jp/entry/K08224)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1605,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1659,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1820,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1627,
OG_585,5,5,0.527,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1606,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1660,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1821,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1626,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1746
OG_586,5,5,0.307,K04775,"K04775 (protease YdgD [EC:3.4.21.-], https://www.genome.jp/entry/K04775)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1607,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1661,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1822,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1625,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1747
OG_587,5,5,0.311,K11742,"K11742 (spermidine export protein MdtI, https://www.genome.jp/entry/K11742)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1608,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1662,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1823,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1624,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1748
OG_588,4,4,0.298,K11743,"K11743 (spermidine export protein MdtJ, https://www.genome.jp/entry/K11743)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1609,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1663,,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1623,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1749
OG_589,5,5,0.528,K01243,"K01243 (adenosylhomocysteine nucleosidase [EC:3.2.2.9], https://www.genome.jp/entry/K01243)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_161,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_171,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_154,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_147,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_148
OG_590,5,5,0.276,K11744,"K11744 (AI-2 transport protein TqsA, https://www.genome.jp/entry/K11744)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1610,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1664,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1826,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1622,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1750
OG_591,5,5,0.469,K00325,"K00325 (proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1], https://www.genome.jp/entry/K00325)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1611,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1665,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1827,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1621,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1751
OG_592,5,5,0.401,K00324,"K00324 (proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1], https://www.genome.jp/entry/K00324)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1612,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1666,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1828,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1620,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1752
OG_593,5,5,0.549,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1613,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1667,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1829,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1619,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1753
OG_594,5,5,0.42,K03758,"K03758 (arginine:ornithine antiporter / lysine permease, https://www.genome.jp/entry/K03758)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1614,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1668,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1830,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1618,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1754
OG_595,5,5,0.368,K13938,"K13938 (dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3], https://www.genome.jp/entry/K13938)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1615,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1669,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1831,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1617,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1755
OG_596,5,5,0.293,K02442,"K02442 (membrane protein GlpM, https://www.genome.jp/entry/K02442)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1616,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1670,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1832,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1616,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1756
OG_597,5,5,0.34,K07661,"K07661 (two-component system, OmpR family, response regulator RstA, https://www.genome.jp/entry/K07661)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1617,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1671,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1833,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1615,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1757
OG_598,5,5,0.325,K07639,"K07639 (two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3], https://www.genome.jp/entry/K07639)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1618,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1672,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1834,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1614,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1759
OG_599,5,5,0.349,K10748,"K10748 (DNA replication terminus site-binding protein, https://www.genome.jp/entry/K10748)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1619,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1673,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1835,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1613,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1760
OG_600,5,5,0.318,K01129,"K01129 (dGTPase [EC:3.1.5.1], https://www.genome.jp/entry/K01129)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_162,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_172,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_155,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_148,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_149
OG_601,5,5,0.389,K01679,"K01679 (fumarate hydratase, class II [EC:4.2.1.2], https://www.genome.jp/entry/K01679)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1620,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1674,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1836,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1612,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1761
OG_602,5,5,0.447,K01676,"K01676 (fumarate hydratase, class I [EC:4.2.1.2], https://www.genome.jp/entry/K01676)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_1621,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_1675,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1837,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1611,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1762
