OG_name,CAI_mean,knum,knum_description,b1,b6,b7,b8
OG_3819,0.4233531313444748,,,b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458842.2_3961_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463267.3_4257_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000689229.1_4668_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000689229.1_4594_1
OG_1,0.4231762691018922,K12524,"K12524 (bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3], https://www.genome.jp/entry/K12524)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_454612.1_2_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459007.1_2_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001264731.1_2_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001264678.1_2_1
OG_3989,0.4231469567382094,K08364,"K08364 (periplasmic mercuric ion binding protein, https://www.genome.jp/entry/K08364)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003384.1_cds_NP_569362.1_4240_1;b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003384.1_cds_NP_569423.1_4297_1,,,
OG_3604,0.4230219117955935,K04015,"K04015 (protein NrfD, https://www.genome.jp/entry/K04015)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458578.1_3740_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463145.1_4134_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000199631.1_4388_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000199677.1_4467_1
OG_3002,0.4230083379672503,K08314,"K08314 (fructose-6-phosphate aldolase 2 [EC:4.1.2.-], https://www.genome.jp/entry/K08314)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457943.1_3127_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462990.1_3979_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000424865.1_3673_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000424866.1_4297_1
OG_2853,0.4230042785594979,K01023,"K01023 (arylsulfate sulfotransferase [EC:2.8.2.22], https://www.genome.jp/entry/K01023)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457771.1_2965_1,,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000669894.1_3489_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001541205.1_4166_1
OG_1652,0.4229429695416359,K03413,"K03413 (two-component system, chemotaxis family, chemotaxis protein CheY, https://www.genome.jp/entry/K03413)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456482.1_1737_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460873.1_1863_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000763861.1_1007_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000763861.1_2100_1
OG_3267,0.4228915648333775,K00640,"K00640 (serine O-acetyltransferase [EC:2.3.1.30], https://www.genome.jp/entry/K00640)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458228.1_3399_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462599.1_3587_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001112114.1_4002_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001112113.1_3897_1
OG_2008,0.4227822459234817,K14260,"K14260 (alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2], https://www.genome.jp/entry/K14260)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456873.1_2100_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461273.1_2263_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000074540.1_556_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000074540.1_2534_1
OG_3022,0.4227145506663068,K02553,"K02553 (regulator of ribonuclease activity A, https://www.genome.jp/entry/K02553)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457963.1_3147_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462970.1_3959_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000872918.1_3697_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001541250.1_4274_1
OG_4504,0.4226634810863637,,,,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003277.2_cds_NP_490557.1_4511_1,,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006856.1_cds_WP_001402001.1_4892_1
OG_2493,0.4226375307607907,K22132,"K22132 (tRNA threonylcarbamoyladenosine dehydratase, https://www.genome.jp/entry/K22132)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457382.1_2591_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461906.1_2894_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000117742.1_3038_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000117748.1_3165_1
OG_3404,0.4225879841577011,K03825,"K03825 (L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-], https://www.genome.jp/entry/K03825)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458373.1_3538_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462447.1_3435_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001290280.1_4167_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001290278.1_3739_1
OG_3534,0.422476964997948,K00906,"K00906 (isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-], https://www.genome.jp/entry/K00906)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458505.1_3669_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463050.1_4039_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001137261.1_4311_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001137275.1_4362_1
OG_2892,0.4224315232098299,K05851,"K05851 (adenylate cyclase, class 1 [EC:4.6.1.1], https://www.genome.jp/entry/K05851)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457812.1_3004_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462825.1_3814_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000281718.1_3531_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001541194.1_4126_1
OG_259,0.4223926841108879,K11904,"K11904 (type VI secretion system secreted protein VgrG, https://www.genome.jp/entry/K11904)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_454896.1_263_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459287.1_282_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000011527.1_2712_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001539102.1_299_1
OG_3268,0.4223832496238191,K20023,"K20023 (L-talarate/galactarate dehydratase [EC:4.2.1.156 4.2.1.42], https://www.genome.jp/entry/K20023)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458229.1_3400_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462597.1_3585_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001218254.1_4004_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001218249.1_3895_1
OG_3702,0.4221742941706183,,,b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458705.1_3841_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461646.1_2636_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000673540.1_4527_1,
OG_2450,0.4221173383946713,K01737,"K01737 (6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50], https://www.genome.jp/entry/K01737)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457338.1_2548_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461870.1_2858_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000108313.1_2988_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000108313.1_3117_1
OG_2595,0.42208873749484,K01519,"K01519 (XTP/dITP diphosphohydrolase [EC:3.6.1.66], https://www.genome.jp/entry/K01519)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457495.1_2699_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462019.1_3007_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001174773.1_3170_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_011264386.1_3293_1
OG_1761,0.4220642773233217,K04029,"K04029 (ethanolamine utilization protein EutP, https://www.genome.jp/entry/K04029)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456605.1_1848_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461001.1_1991_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000826280.1_857_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000826274.1_2239_1
OG_4027,0.4220581278291233,,,,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459172.1_167_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000846613.1_181_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001539018.1_179_1
OG_3188,0.422055773453687,K00852,"K00852 (ribokinase [EC:2.7.1.15], https://www.genome.jp/entry/K00852)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458144.1_3320_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462692.1_3680_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000350272.1_3902_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001541150.1_3991_1
OG_33,0.4219866795572761,K06871;K24118,"K06871 (uncharacterized protein, https://www.genome.jp/entry/K06871);K24118 (serine-type anaerobic sulfatase-maturating enzyme [EC:1.1.98.7], https://www.genome.jp/entry/K24118)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_454647.1_34_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459041.1_36_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000971151.1_39_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001189145.1_35_1
OG_2141,0.4216708581228018,K00615,"K00615 (transketolase [EC:2.2.1.1], https://www.genome.jp/entry/K00615)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457008.1_2236_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461409.1_2399_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000087345.1_407_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000087322.1_2679_1
OG_3572,0.4216672781281674,K01775,"K01775 (alanine racemase [EC:5.1.1.1], https://www.genome.jp/entry/K01775)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458545.1_3707_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463112.1_4101_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001147297.1_4351_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001147302.1_4431_1
OG_1755,0.4216630680150612,K00798;K27270,"K00798 (cob(I)alamin adenosyltransferase [EC:2.5.1.17], https://www.genome.jp/entry/K00798);K27270 (corrinoid adenosyltransferase [EC:2.5.1.-], https://www.genome.jp/entry/K27270)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456599.1_1842_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460995.1_1985_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001029486.1_863_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001540346.1_2233_1
OG_872,0.4216619938107543,K06969,"K06969 (23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191], https://www.genome.jp/entry/K06969)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455578.1_906_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460054.1_1044_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000140485.1_1947_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_023234842.1_1132_1
OG_3278,0.4216513431301001,K02562,"K02562 (mannitol operon repressor, https://www.genome.jp/entry/K02562)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458239.1_3410_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462587.1_3575_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000193201.1_4017_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001541112.1_3883_1
OG_3879,0.4216141177586209,,,b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458905.1_4022_1,,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_010989311.1_4739_1,
OG_1528,0.4215011908669136,K06415,"K06415 (stage V sporulation protein R, https://www.genome.jp/entry/K06415)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456311.1_1587_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460760.3_1750_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001240763.1_1126_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000190831.1_1966_1
OG_2954,0.4214555523264317,,,b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457883.1_3068_1,,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000805568.1_3603_1,
OG_1449,0.4213913460861149,K03169,"K03169 (DNA topoisomerase III [EC:5.6.2.1], https://www.genome.jp/entry/K03169)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456214.1_1503_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460264.1_1254_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001235869.1_1230_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001235868.1_1446_1
OG_4190,0.4213426660362668,,,,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460529.1_1519_1,,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001540039.1_1713_1
OG_515,0.4212944318478393,K06200,"K06200 (carbon starvation protein, https://www.genome.jp/entry/K06200)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455176.1_524_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459592.1_584_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001043112.1_2392_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_011264217.1_696_1
OG_3329,0.4212469342372016,K02032;K12372,"K02032 (peptide/nickel transport system ATP-binding protein, https://www.genome.jp/entry/K02032);K12372 (dipeptide transport system ATP-binding protein, https://www.genome.jp/entry/K12372)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458293.1_3463_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462528.1_3516_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000103568.1_4077_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000103561.1_3825_1
OG_1534,0.4212345514724569,K09160,"K09160 (uncharacterized protein, https://www.genome.jp/entry/K09160)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456318.3_1593_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460767.3_1757_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000785858.1_1119_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000785857.1_1973_1
OG_3113,0.42122532631791,K10441,"K10441 (ribose transport system ATP-binding protein [EC:7.5.2.7], https://www.genome.jp/entry/K10441)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458061.1_3237_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462781.1_3770_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000339360.1_3809_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000339366.1_4079_1
OG_721,0.421026553909774,K20861,"K20861 (FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104], https://www.genome.jp/entry/K20861)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455394.1_732_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459844.1_836_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000023559.1_2146_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000023548.1_951_1
OG_3,0.4210083884956326,K01733,"K01733 (threonine synthase [EC:4.2.3.1], https://www.genome.jp/entry/K01733)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_454614.1_4_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459009.1_4_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000781103.1_4_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000781110.1_4_1
OG_4310,0.4209569327648118,K23007,"K23007 (L-galactonate 5-dehydrogenase [EC:1.1.1.414], https://www.genome.jp/entry/K23007)",,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461998.1_2986_1,,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000853910.1_3271_1
OG_855,0.4209309540116266,K15738,"K15738 (ABC transport system ATP-binding/permease protein, https://www.genome.jp/entry/K15738)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455560.1_888_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460036.1_1026_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000053045.1_1965_1,
OG_2096,0.4207219477931108,K14347,"K14347 (solute carrier family 10 (sodium/bile acid cotransporter), member 7, https://www.genome.jp/entry/K14347)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456962.1_2191_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461360.2_2350_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000765569.1_457_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000765574.1_2628_1
OG_1514,0.4206206036962765,K06281,"K06281 (hydrogenase large subunit [EC:1.12.99.6], https://www.genome.jp/entry/K06281)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456296.1_1573_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460743.1_1733_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000070982.1_1143_1,
OG_3709,0.4205243594149042,,,b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458715.1_3848_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461656.1_2646_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000301193.1_4539_1,
OG_993,0.4203928670090315,K03723,"K03723 (transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4], https://www.genome.jp/entry/K03723)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455708.1_1033_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460186.1_1176_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001114340.1_1797_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001114323.1_1282_1
OG_702,0.4202855619755025,,,b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455375.1_713_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459818.1_810_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000210972.1_2165_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000988929.1_920_1
OG_1462,0.4202398883348067,K09786,"K09786 (uncharacterized protein, https://www.genome.jp/entry/K09786)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456227.1_1517_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460250.1_1240_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000219724.1_1214_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_011264271.1_1422_1
OG_3800,0.4200145590256534,K03077,"K03077 (L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4], https://www.genome.jp/entry/K03077)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458822.1_3942_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463249.1_4239_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001170772.1_4645_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001170767.1_4571_1
OG_1243,0.419963204021249,K07306;K07309,"K07306 (anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3], https://www.genome.jp/entry/K07306);K07309 (Tat-targeted selenate reductase subunit YnfE [EC:1.97.1.9], https://www.genome.jp/entry/K07309)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455980.1_1290_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460459.1_1449_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001117601.1_1480_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001117604.1_1655_1
